Customer ID,Product ID,Location_ID,Order ID,shipment_id,Sales,Quantity,Discount,Profit,Order Date
LS-17230,OFF-PA-10002005,US-Wes-Cal-Los-90049,CA-2019-130813,SC-2019-01-130813,0.0,0.0,0.0,9.3312,07-01-2019
VS-21820,FUR-FU-10004864,US-Cen-Tex-Hun-77340,CA-2019-105417,SC-2019-01-105417,0.0,0.0,0.6,-53.7096,08-01-2019
VS-21820,OFF-BI-10003708,US-Cen-Tex-Hun-77340,CA-2019-105417,SC-2019-01-105417,0.0,0.0,0.8,-18.2525,08-01-2019
MS-17830,OFF-AR-10004078,US-Cen-Tex-Lar-78041,CA-2019-135405,SC-2019-01-135405,0.0,0.0,0.2,1.168,10-01-2019
MS-17830,TEC-AC-10001266,US-Cen-Tex-Lar-78041,CA-2019-135405,SC-2019-01-135405,0.0,0.0,0.2,9.75,10-01-2019
AJ-10780,FUR-FU-10000965,US-Sou-Vir-Spr-22153,CA-2019-149020,SC-2019-01-149020,0.0,0.0,0.0,21.2954,11-01-2019
AJ-10780,OFF-LA-10004272,US-Sou-Vir-Spr-22153,CA-2019-149020,SC-2019-01-149020,0.0,0.0,0.0,1.3583,11-01-2019
SV-20365,FUR-FU-10000010,US-Eas-Del-Dov-19901,CA-2019-130092,FC-2019-01-130092,0.0,0.0,0.0,3.0814,12-01-2019
CS-12250,OFF-ST-10000025,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,0.0,0.0,0.0,34.3548,14-01-2019
CS-12250,OFF-BI-10004187,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,0.0,0.0,0.0,2.7072,14-01-2019
BD-11605,OFF-AR-10003514,US-Wes-Cal-San-94109,CA-2019-157147,SC-2019-01-157147,0.0,0.0,0.0,6.567,14-01-2019
MM-17920,OFF-BI-10003476,US-Eas-Ohi-New-43055,CA-2019-118192,SC-2019-01-118192,0.0,0.0,0.7,-2.5212,14-01-2019
BD-11605,OFF-ST-10000078,US-Wes-Cal-San-94109,CA-2019-157147,SC-2019-01-157147,0.0,0.0,0.0,238.653,14-01-2019
MM-17920,OFF-PA-10002947,US-Eas-Ohi-New-43055,CA-2019-118192,SC-2019-01-118192,0.0,0.0,0.2,13.0928,14-01-2019
CS-12250,OFF-EN-10001990,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,0.0,0.0,0.0,5.3392,14-01-2019
ND-18370,FUR-CH-10000422,US-Sou-Sou-Mou-29464,CA-2019-109232,SC-2019-01-109232,0.0,0.0,0.0,87.3504,14-01-2019
BD-11605,FUR-BO-10003034,US-Wes-Cal-San-94109,CA-2019-157147,SC-2019-01-157147,0.0,0.0,0.15,3.9294,14-01-2019
CS-12250,OFF-EN-10001532,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,0.0,0.0,0.0,25.47,14-01-2019
CS-12250,TEC-AC-10003174,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,0.0,0.0,0.0,258.696,14-01-2019
BS-11590,FUR-BO-10003433,US-Eas-Pen-Phi-19140,CA-2019-149524,FC-2019-01-149524,0.0,0.0,0.5,-53.2856,1/15/2019
EH-13990,TEC-AC-10003628,US-Sou-Geo-Ros-30076,CA-2019-103366,FC-2019-01-103366,0.0,0.0,0.0,65.978,16-01-2019
DL-13315,OFF-LA-10001074,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,0.0,0.0,0.2,10.1493,17-01-2019
DL-13315,FUR-FU-10001095,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,0.0,0.0,0.2,28.5984,17-01-2019
DL-13315,TEC-PH-10004614,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,0.0,0.0,0.4,-31.05,17-01-2019
DL-13315,OFF-BI-10001575,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,0.0,0.0,0.7,-13.6312,17-01-2019
DW-13195,OFF-AP-10000692,US-Wes-Ore-Spr-97477,CA-2019-123477,SC-2019-01-123477,0.0,0.0,0.2,6.4864,19-01-2019
TS-21340,OFF-BI-10003676,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,0.0,0.0,0.7,-23.716,20-01-2019
TS-21340,OFF-PA-20000659,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,0.0,0.0,0.2,19.6224,20-01-2019
TS-21340,OFF-EN-10002504,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,0.0,0.0,0.2,36.693,20-01-2019
TS-21340,FUR-BO-10001972,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,0.0,0.0,0.7,-320.597,20-01-2019
XP-21865,FUR-FU-10002268,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,4.8609,21-01-2019
XP-21865,OFF-BI-10004364,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,13.365,21-01-2019
MV-17485,OFF-PA-10002893,US-Wes-Cal-Los-90049,CA-2019-148614,SC-2019-01-148614,0.0,0.0,0.0,9.2928,21-01-2019
MM-18280,OFF-BI-10003091,US-Sou-Ten-Smy-37167,US-2019-147774,SC-2019-01-147774,0.0,0.0,0.7,-51.5154,21-01-2019
XP-21865,OFF-AR-10004456,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,12.7368,21-01-2019
HL-15040,FUR-FU-10003194,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,0.0,0.0,0.0,11.58,21-01-2019
HL-15040,OFF-AR-10003811,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,0.0,0.0,0.0,1.7901,21-01-2019
XP-21865,OFF-ST-10003123,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,15.9792,21-01-2019
HL-15040,FUR-CH-10002331,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,0.0,0.0,0.0,224.2674,21-01-2019
XP-21865,OFF-BI-10000605,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,8.9535,21-01-2019
XP-21865,FUR-FU-10002918,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,30.0234,21-01-2019
XP-21865,OFF-ST-10000760,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.0,4.0542,21-01-2019
HL-15040,OFF-EN-10001539,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,0.0,0.0,0.0,10.9698,21-01-2019
HL-15040,OFF-AR-10002375,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,0.0,0.0,0.0,6.6584,21-01-2019
MV-17485,FUR-FU-10003194,US-Wes-Cal-Los-90049,CA-2019-148614,SC-2019-01-148614,0.0,0.0,0.0,5.79,21-01-2019
XP-21865,OFF-AP-10002311,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,0.0,0.0,0.1,93.5816,21-01-2019
HL-15040,TEC-PH-10001061,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,0.0,0.0,0.0,181.9818,21-01-2019
TB-21400,FUR-FU-10001889,US-Sou-Flo-Mia-33180,CA-2019-110422,SC-2019-01-110422,0.0,0.0,0.2,4.1028,22-01-2019
SG-20605,OFF-FA-10003467,US-Cen-Ind-Laf-47905,CA-2019-146997,SC-2019-01-146997,0.0,0.0,0.0,0.0,24-01-2019
IM-15055,OFF-PA-10001804,US-Wes-Nev-Las-89115,CA-2019-102645,SC-2019-01-102645,0.0,0.0,0.0,19.2384,24-01-2019
SD-20485,OFF-PA-10000380,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,8.34,27-01-2019
CA-11965,FUR-BO-10004409,US-Cen-Sou-Rap-57701,CA-2019-167997,FC-2019-01-167997,0.0,0.0,0.0,39.7488,27-01-2019
SD-20485,TEC-PH-10002103,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,52.6344,27-01-2019
SD-20485,FUR-FU-10001847,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,4.4712,27-01-2019
SD-20485,TEC-PH-10004833,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,0.0,27-01-2019
SD-20485,OFF-PA-10003072,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,9.3312,27-01-2019
SD-20485,OFF-ST-10004337,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,0.0,27-01-2019
SD-20485,FUR-FU-10004587,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,0.0,0.0,0.0,30.7818,27-01-2019
CA-11965,OFF-BI-10001758,US-Cen-Sou-Rap-57701,CA-2019-167997,FC-2019-01-167997,0.0,0.0,0.0,5.0196,27-01-2019
EJ-13720,OFF-ST-10003692,US-Wes-Cal-San-92037,US-2019-117163,SC-2019-02-117163,0.0,0.0,0.0,14.3075,28-01-2019
EJ-13720,OFF-AR-10003179,US-Wes-Cal-San-92037,US-2019-117163,SC-2019-02-117163,0.0,0.0,0.0,12.0252,28-01-2019
EJ-13720,FUR-TA-10003469,US-Wes-Cal-San-92037,US-2019-117163,SC-2019-02-117163,0.0,0.0,0.2,-16.65,28-01-2019
JC-15340,OFF-BI-10000343,US-Eas-New-New-10024,CA-2019-100328,SC-2019-02-100328,0.0,0.0,0.2,1.3257,29-01-2019
MV-18190,OFF-ST-10000991,US-Cen-Mic-Det-48234,CA-2019-134103,SC-2019-02-134103,0.0,0.0,0.0,6.8982,31-01-2019
MV-18190,OFF-PA-10001204,US-Cen-Mic-Det-48234,CA-2019-134103,SC-2019-02-134103,0.0,0.0,0.0,4.752,31-01-2019
VF-21715,FUR-CH-10000863,US-Cen-Ill-Elm-60126,CA-2019-113880,SC-2019-03-113880,0.0,0.0,0.3,-172.1172,01-03-2019
DB-13060,FUR-CH-10004063,US-Wes-Was-Sea-98115,CA-2019-104269,SC-2019-03-104269,0.0,0.0,0.2,51.4764,01-03-2019
SC-20380,FUR-CH-10001270,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,0.0,0.0,0.3,0.0,01-03-2019
SC-20380,OFF-FA-10004395,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,0.0,0.0,0.2,-3.5325,01-03-2019
HR-14770,TEC-PH-10003655,US-Eas-New-New-10035,US-2019-143707,SC-2019-03-143707,0.0,0.0,0.0,1.6038,01-03-2019
GW-14605,FUR-TA-10001866,US-Cen-Tex-Hou-77036,CA-2019-168312,SC-2019-03-168312,0.0,0.0,0.3,-43.0296,01-03-2019
GW-14605,OFF-ST-10003692,US-Cen-Tex-Hou-77036,CA-2019-168312,SC-2019-03-168312,0.0,0.0,0.2,8.5845,01-03-2019
SC-20380,OFF-ST-10001469,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,0.0,0.0,0.2,-22.6716,01-03-2019
VF-21715,OFF-PA-10003036,US-Cen-Ill-Elm-60126,CA-2019-113880,SC-2019-03-113880,0.0,0.0,0.2,5.6784,01-03-2019
SC-20380,FUR-FU-10001095,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,0.0,0.0,0.6,-34.9536,01-03-2019
KN-16705,OFF-PA-10000587,US-Eas-New-New-10009,CA-2019-107524,SC-2019-03-107524,0.0,0.0,0.0,17.472,02-03-2019
KN-16705,OFF-EN-10001990,US-Eas-New-New-10009,CA-2019-107524,SC-2019-03-107524,0.0,0.0,0.0,5.3392,02-03-2019
NH-18610,TEC-AC-10004353,US-Eas-Pen-Phi-19120,CA-2019-111157,SC-2019-03-111157,0.0,0.0,0.2,32.13,02-03-2019
NH-18610,OFF-PA-10000327,US-Eas-Pen-Phi-19120,CA-2019-111157,SC-2019-03-111157,0.0,0.0,0.2,1.07,02-03-2019
AJ-10945,OFF-AR-10003560,US-Sou-Nor-Wil-28403,CA-2019-155852,SC-2019-03-155852,0.0,0.0,0.2,3.4048,03-03-2019
JS-15595,FUR-BO-10001972,US-Eas-Ohi-Col-43229,US-2019-127978,SC-2019-03-127978,0.0,0.0,0.5,-199.617,03-03-2019
SC-20020,OFF-AP-10002534,US-Cen-Tex-Hou-77095,CA-2019-130421,SC-2019-03-130421,0.0,0.0,0.8,-459.6072,03-03-2019
EJ-14155,FUR-TA-10002958,US-Wes-Cal-San-92037,CA-2019-105648,SC-2019-03-105648,0.0,0.0,0.2,-23.4882,03-03-2019
AP-10720,TEC-PH-10004700,US-Eas-New-New-10035,CA-2019-127964,SC-2019-03-127964,0.0,0.0,0.0,4.5954,03-03-2019
AP-10720,OFF-BI-10004593,US-Eas-New-New-10035,CA-2019-127964,SC-2019-03-127964,0.0,0.0,0.2,40.872,03-03-2019
JS-15595,OFF-LA-10000305,US-Eas-Ohi-Col-43229,US-2019-127978,SC-2019-03-127978,0.0,0.0,0.2,4.914,03-03-2019
JS-15595,OFF-ST-10002486,US-Eas-Ohi-Col-43229,US-2019-127978,SC-2019-03-127978,0.0,0.0,0.2,-10.0512,03-03-2019
AP-10720,OFF-BI-10003429,US-Eas-New-New-10035,CA-2019-127964,SC-2019-03-127964,0.0,0.0,0.2,9.1785,03-03-2019
SC-20095,OFF-AR-10001374,US-Sou-Flo-Mar-33063,CA-2019-117016,SC-2019-03-117016,0.0,0.0,0.2,2.3328,04-03-2019
CL-12565,OFF-ST-10001370,US-Sou-Sou-Col-29203,CA-2019-116239,SC-2019-03-116239,0.0,0.0,0.0,17.745,04-03-2019
AB-10150,OFF-PA-10001878,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,0.0,0.0,0.0,45.9754,05-03-2019
AB-10150,OFF-AR-10000588,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,0.0,0.0,0.0,15.4752,05-03-2019
AB-10150,TEC-AC-10002001,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,0.0,0.0,0.0,177.5889,05-03-2019
AB-10150,OFF-SU-10000381,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,0.0,0.0,0.0,5.3998,05-03-2019
AB-10150,OFF-BI-10001617,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,0.0,0.0,0.2,16.7508,05-03-2019
CM-12715,FUR-CH-10004495,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,0.0,0.0,0.2,54.1764,07-03-2019
CM-12715,FUR-CH-10002780,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,0.0,0.0,0.2,21.8352,07-03-2019
CM-12715,OFF-ST-10000934,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,0.0,0.0,0.0,0.0,07-03-2019
CM-12715,OFF-AR-10000390,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,0.0,0.0,0.0,9.499,07-03-2019
AB-10015,FUR-CH-10004477,US-Wes-Was-Sea-98103,CA-2019-156587,FC-2019-03-156587,0.0,0.0,0.2,5.4801,07-03-2019
NP-18685,OFF-BI-10004224,US-Wes-Was-Des-98198,US-2019-131982,SC-2019-03-131982,0.0,0.0,0.2,33.64,07-03-2019
AB-10015,OFF-AR-10001427,US-Wes-Was-Sea-98103,CA-2019-156587,FC-2019-03-156587,0.0,0.0,0.0,4.6644,07-03-2019
AB-10015,OFF-ST-10002344,US-Wes-Was-Sea-98103,CA-2019-156587,FC-2019-03-156587,0.0,0.0,0.0,4.8588,07-03-2019
KT-16480,OFF-AR-10001044,US-Wes-Col-Den-80219,US-2019-140116,SC-2019-03-140116,0.0,0.0,0.2,9.3564,10-03-2019
KT-16480,OFF-ST-10000078,US-Wes-Col-Den-80219,US-2019-140116,SC-2019-03-140116,0.0,0.0,0.2,-15.9102,10-03-2019
SW-20275,OFF-PA-10002259,US-Cen-Mic-Roy-48073,US-2019-100279,SC-2019-03-100279,0.0,0.0,0.0,10.7424,10-03-2019
RB-19435,OFF-AR-10001770,US-Wes-Cal-Ros-95661,US-2019-103338,SC-2019-03-103338,0.0,0.0,0.0,2.0748,11-03-2019
FM-14215,OFF-AP-10002578,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,0.0,0.0,0.0,38.1576,11-03-2019
CK-12205,FUR-FU-10003981,US-Eas-Ohi-Col-43229,CA-2019-166884,SC-2019-03-166884,0.0,0.0,0.2,2.288,11-03-2019
CK-12205,OFF-FA-10001561,US-Eas-Ohi-Col-43229,CA-2019-166884,SC-2019-03-166884,0.0,0.0,0.2,1.7004,11-03-2019
FM-14215,TEC-AC-10000710,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,0.0,0.0,0.0,14.1728,11-03-2019
FM-14215,OFF-PA-10000213,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,0.0,0.0,0.0,7.0218,11-03-2019
KA-16525,OFF-PA-10002137,US-Eas-New-New-10024,CA-2019-158337,SC-2019-03-158337,0.0,0.0,0.0,49.014,11-03-2019
FM-14215,TEC-PH-10000984,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,0.0,0.0,0.0,164.6316,11-03-2019
CK-12325,FUR-CH-10003379,US-Sou-Vir-Che-23320,US-2019-125521,SC-2019-03-125521,0.0,0.0,0.0,284.98,14-03-2019
DK-13225,OFF-PA-10001204,US-Wes-Cal-Hun-92646,CA-2019-157623,SC-2019-03-157623,0.0,0.0,0.0,4.752,14-03-2019
NF-18475,OFF-PA-10000176,US-Sou-Flo-Jac-32216,CA-2019-100293,SC-2019-03-100293,0.0,0.0,0.2,31.8696,14-03-2019
JF-15295,OFF-BI-10001617,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,0.0,0.0,0.2,11.1672,14-03-2019
JF-15295,OFF-ST-10000736,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,0.0,0.0,0.0,3.2392,14-03-2019
JF-15295,TEC-AC-10004877,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,0.0,0.0,0.0,6.624,14-03-2019
JF-15295,OFF-ST-10003221,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,0.0,0.0,0.0,5.7672,14-03-2019
JF-15295,OFF-BI-10003007,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,0.0,0.0,0.2,20.1656,14-03-2019
DK-13225,OFF-AR-10003723,US-Wes-Cal-Hun-92646,CA-2019-157623,SC-2019-03-157623,0.0,0.0,0.0,1.2506,14-03-2019
RB-19465,TEC-MA-10003626,US-Cen-Ill-Chi-60653,CA-2019-152618,FC-2019-03-152618,0.0,0.0,0.3,156.047,14-03-2019
RB-19465,OFF-PA-10001215,US-Cen-Ill-Chi-60653,CA-2019-152618,FC-2019-03-152618,0.0,0.0,0.2,2.64,14-03-2019
AS-10240,OFF-BI-10001543,US-Sou-Flo-Tam-33614,CA-2019-149958,SC-2019-03-149958,0.0,0.0,0.7,-31.6712,15-03-2019
AS-10240,OFF-ST-10001490,US-Sou-Flo-Tam-33614,CA-2019-149958,SC-2019-03-149958,0.0,0.0,0.2,17.847,15-03-2019
AS-10240,FUR-FU-10001756,US-Sou-Flo-Tam-33614,CA-2019-149958,SC-2019-03-149958,0.0,0.0,0.2,5.1408,15-03-2019
AS-10240,OFF-BI-10000773,US-Sou-Flo-Tam-33614,CA-2019-149958,SC-2019-03-149958,0.0,0.0,0.7,-5.5338,15-03-2019
AS-10240,OFF-PA-10002120,US-Sou-Flo-Tam-33614,CA-2019-149958,SC-2019-03-149958,0.0,0.0,0.2,47.8152,15-03-2019
KN-16705,TEC-PH-10002415,US-Sou-Nor-Ral-27604,CA-2019-157609,SC-2019-03-157609,0.0,0.0,0.2,29.495,16-03-2019
MH-17440,OFF-BI-10000605,US-Sou-Mis-Jac-39212,US-2019-164763,SC-2019-03-164763,0.0,0.0,0.0,5.3721,17-03-2019
MH-17440,OFF-BI-10000309,US-Sou-Mis-Jac-39212,US-2019-164763,SC-2019-03-164763,0.0,0.0,0.0,14.9156,17-03-2019
MH-17440,OFF-PA-10003349,US-Sou-Mis-Jac-39212,US-2019-164763,SC-2019-03-164763,0.0,0.0,0.0,6.3504,17-03-2019
QJ-19255,OFF-PA-10003641,US-Eas-Pen-Phi-19134,CA-2019-127859,SC-2019-03-127859,0.0,0.0,0.2,41.1528,17-03-2019
CP-12340,FUR-TA-10004175,US-Eas-New-New-10024,US-2019-148838,SC-2019-03-148838,0.0,0.0,0.4,-122.7816,17-03-2019
CP-12340,OFF-PA-10002960,US-Eas-New-New-10024,US-2019-148838,SC-2019-03-148838,0.0,0.0,0.0,16.3842,17-03-2019
BN-11515,OFF-BI-10000136,US-Cen-Min-Lak-55044,CA-2019-118339,SC-2019-03-118339,0.0,0.0,0.0,17.2224,17-03-2019
BN-11515,OFF-BI-10001758,US-Cen-Min-Lak-55044,CA-2019-118339,SC-2019-03-118339,0.0,0.0,0.0,25.098,17-03-2019
BN-11515,OFF-AR-10003829,US-Cen-Min-Lak-55044,CA-2019-118339,SC-2019-03-118339,0.0,0.0,0.0,5.7072,17-03-2019
CP-12340,OFF-PA-10000919,US-Eas-New-New-10024,US-2019-148838,SC-2019-03-148838,0.0,0.0,0.0,75.9696,17-03-2019
AZ-10750,OFF-AR-10003732,US-Cen-Tex-Dal-75217,CA-2019-158442,SC-2019-03-158442,0.0,0.0,0.2,0.3336,17-03-2019
CP-12340,FUR-TA-10001950,US-Eas-New-New-10024,US-2019-148838,SC-2019-03-148838,0.0,0.0,0.4,-553.6476,17-03-2019
AZ-10750,OFF-PA-10002365,US-Cen-Tex-Dal-75217,CA-2019-158442,SC-2019-03-158442,0.0,0.0,0.2,5.4432,17-03-2019
BN-11515,OFF-PA-10000466,US-Cen-Min-Lak-55044,CA-2019-118339,SC-2019-03-118339,0.0,0.0,0.0,23.59,17-03-2019
CP-12340,FUR-TA-10003473,US-Eas-New-New-10024,US-2019-148838,SC-2019-03-148838,0.0,0.0,0.4,-447.5947,17-03-2019
MH-17440,OFF-PA-10003063,US-Sou-Mis-Jac-39212,US-2019-164763,SC-2019-03-164763,0.0,0.0,0.0,7.68,17-03-2019
MH-17440,OFF-AP-10003971,US-Sou-Mis-Jac-39212,US-2019-164763,SC-2019-03-164763,0.0,0.0,0.0,8.4942,17-03-2019
AZ-10750,OFF-PA-10002195,US-Cen-Tex-Dal-75217,CA-2019-158442,SC-2019-03-158442,0.0,0.0,0.2,1.8792,17-03-2019
BN-11515,OFF-AP-10001154,US-Cen-Min-Lak-55044,CA-2019-118339,SC-2019-03-118339,0.0,0.0,0.0,36.5742,17-03-2019
SM-20320,TEC-MA-10003626,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.5,-16.426,18-03-2019
SM-20320,FUR-FU-10001986,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.2,15.294,18-03-2019
SM-20320,TEC-MA-10002412,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.5,-1811.0784,18-03-2019
SC-20050,OFF-ST-10000078,US-Wes-Cal-Bur-91505,US-2019-131275,SC-2019-03-131275,0.0,0.0,0.0,334.1142,18-03-2019
SM-20320,OFF-PA-10001804,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.2,7.4816,18-03-2019
SM-20320,OFF-FA-10003112,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.2,5.9175,18-03-2019
SM-20320,FUR-FU-20004270,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.2,8.0766,18-03-2019
SC-20050,FUR-FU-10004597,US-Wes-Cal-Bur-91505,US-2019-131275,SC-2019-03-131275,0.0,0.0,0.0,14.43,18-03-2019
SM-20320,OFF-AR-10003183,US-Sou-Flo-Jac-32216,CA-2019-145317,SC-2019-03-145317,0.0,0.0,0.2,1.002,18-03-2019
EK-13795,FUR-BO-10004218,US-Wes-Cal-San-94110,CA-2019-111871,SC-2019-03-111871,0.0,0.0,0.15,70.49,18-03-2019
SC-20050,TEC-MA-10001148,US-Wes-Cal-Bur-91505,US-2019-131275,SC-2019-03-131275,0.0,0.0,0.2,415.9896,18-03-2019
MC-17605,TEC-AC-10002647,US-Sou-Flo-Lak-33801,CA-2019-103989,FC-2019-03-103989,0.0,0.0,0.2,53.2,19-03-2019
MC-17605,TEC-PH-10004667,US-Sou-Flo-Lak-33801,CA-2019-103989,FC-2019-03-103989,0.0,0.0,0.2,28.3479,19-03-2019
MC-17605,FUR-FU-10002508,US-Sou-Flo-Lak-33801,CA-2019-103989,FC-2019-03-103989,0.0,0.0,0.2,5.5044,19-03-2019
MC-17605,OFF-LA-10000443,US-Sou-Flo-Lak-33801,CA-2019-103989,FC-2019-03-103989,0.0,0.0,0.2,3.9852,19-03-2019
MC-17605,OFF-ST-10000918,US-Sou-Flo-Lak-33801,CA-2019-103989,FC-2019-03-103989,0.0,0.0,0.2,1.962,19-03-2019
MC-17605,OFF-BI-10001196,US-Sou-Flo-Lak-33801,CA-2019-103989,FC-2019-03-103989,0.0,0.0,0.7,-25.737,19-03-2019
