Location_ID,Country,City,State,Postal Code,Region
US-Sou-Nor-Gre-27405,United States,Greensboro,North Carolina,27405,South
US-Cen-Ind-Por-46368,United States,Portage,Indiana,46368,Central
US-Sou-Flo-Del-33445,United States,Delray Beach,Florida,33445,South
US-Wes-Cal-Los-90036,United States,Los Angeles,California,90036,West
US-Wes-Cal-Fre-93727,United States,Fresno,California,93727,West
US-Wes-Cal-Pom-91767,United States,Pomona,California,91767,West
US-Wes-Cal-San-94122,United States,San Francisco,California,94122,West
US-Cen-Iow-Des-50315,United States,Des Moines,Iowa,50315,Central
US-Wes-New-Alb-87105,United States,Albuquerque,New Mexico,87105,West
US-Eas-Ohi-Spr-45503,United States,Springfield,Ohio,45503,East
US-Cen-Tex-Pla-75023,United States,Plano,Texas,75023,Central
US-Cen-Tex-Bro-78521,United States,Brownsville,Texas,78521,Central
US-Cen-Min-App-55124,United States,Apple Valley,Minnesota,55124,Central
US-Eas-New-Lon-11561,United States,Long Beach,New York,11561,East
US-Cen-Ill-Chi-60610,United States,Chicago,Illinois,60610,Central
US-Wes-Cal-Val-94591,United States,Vallejo,California,94591,West
US-Eas-Mas-Rev-2151,United States,Revere,Massachusetts,2151,East
US-Sou-Vir-Vir-23464,United States,Virginia Beach,Virginia,23464,South
US-Wes-Cal-Los-90008,United States,Los Angeles,California,90008,West
US-Sou-Lou-Laf-70506,United States,Lafayette,Louisiana,70506,South
US-Cen-Mic-Det-48205,United States,Detroit,Michigan,48205,Central
US-Cen-Ill-Dec-62521,United States,Decatur,Illinois,62521,Central
US-Cen-Mic-Dea-48127,United States,Dearborn Heights,Michigan,48127,Central
US-Wes-Cal-Los-90004,United States,Los Angeles,California,90004,West
US-Eas-Pen-Lan-17602,United States,Lancaster,Pennsylvania,17602,East
US-Sou-Ala-Mob-36608,United States,Mobile,Alabama,36608,South
US-Sou-Geo-Mar-30062,United States,Marietta,Georgia,30062,South
US-Wes-Ari-Gle-85301,United States,Glendale,Arizona,85301,West
US-Eas-Ohi-Tol-43615,United States,Toledo,Ohio,43615,East
US-Wes-Ari-Cha-85224,United States,Chandler,Arizona,85224,West
US-Sou-Ala-Dec-35601,United States,Decatur,Alabama,35601,South
US-Wes-Mon-Gre-59405,United States,Great Falls,Montana,59405,West
US-Cen-Tex-Aus-78745,United States,Austin,Texas,78745,Central
US-Wes-Ida-Lew-83501,United States,Lewiston,Idaho,83501,West
US-Wes-Cal-Red-90278,United States,Redondo Beach,California,90278,West
US-Wes-Cal-Lod-95240,United States,Lodi,California,95240,West
US-Cen-Ind-Blo-47401,United States,Bloomington,Indiana,47401,Central
US-Eas-Mar-Bal-21215,United States,Baltimore,Maryland,21215,East
US-Sou-Vir-Arl-22204,United States,Arlington,Virginia,22204,South
US-Cen-Tex-Hou-77070,United States,Houston,Texas,77070,Central
US-Wes-Cal-Los-90045,United States,Los Angeles,California,90045,West
US-Eas-New-Tro-12180,United States,Troy,New York,12180,East
US-Wes-Cal-San-91776,United States,San Gabriel,California,91776,West
US-Eas-New-Jam-14701,United States,Jamestown,New York,14701,East
US-Sou-Ten-Mem-38109,United States,Memphis,Tennessee,38109,South
US-Eas-New-Roc-14609,United States,Rochester,New York,14609,East
US-Sou-Lou-Lak-70601,United States,Lake Charles,Louisiana,70601,South
US-Sou-Ken-Lou-40214,United States,Louisville,Kentucky,40214,South
US-Cen-Wis-App-54915,United States,Appleton,Wisconsin,54915,Central
US-Cen-Mic-Jac-49201,United States,Jackson,Michigan,49201,Central
US-Cen-Ill-Fre-61032,United States,Freeport,Illinois,61032,Central
US-Eas-Mas-Law-1841,United States,Lawrence,Massachusetts,1841,East
US-Wes-Was-Ken-98031,United States,Kent,Washington,98031,West
US-Wes-Cal-San-95123,United States,San Jose,California,95123,West
US-Eas-New-Wat-13601,United States,Watertown,New York,13601,East
US-Cen-Tex-For-76106,United States,Fort Worth,Texas,76106,Central
US-Eas-Mas-Fra-2038,United States,Franklin,Massachusetts,2038,East
US-Cen-Wis-Mil-53209,United States,Milwaukee,Wisconsin,53209,Central
US-Sou-Flo-Hia-33012,United States,Hialeah,Florida,33012,South
US-Wes-Uta-Wes-84084,United States,West Jordan,Utah,84084,West
US-Wes-Cal-Oak-94601,United States,Oakland,California,94601,West
US-Cen-Wis-Eau-54703,United States,Eau Claire,Wisconsin,54703,Central
US-Eas-Ohi-Akr-44312,United States,Akron,Ohio,44312,East
US-Eas-Ohi-Cle-44105,United States,Cleveland,Ohio,44105,East
US-Cen-Mic-Mid-48640,United States,Midland,Michigan,48640,Central
US-Eas-New-Dov-3820,United States,Dover,New Hampshire,3820,East
US-Cen-Tex-San-78666,United States,San Marcos,Texas,78666,Central
US-Wes-Was-Bel-98006,United States,Bellevue,Washington,98006,West
US-Cen-Ill-Chi-60623,United States,Chicago,Illinois,60623,Central
US-Wes-Uta-Mur-84107,United States,Murray,Utah,84107,West
US-Wes-Cal-San-92105,United States,San Diego,California,92105,West
US-Sou-Vir-Ric-23223,United States,Richmond,Virginia,23223,South
US-Cen-Ill-Buf-60089,United States,Buffalo Grove,Illinois,60089,Central
US-Eas-New-Lak-8701,United States,Lakewood,New Jersey,8701,East
US-Sou-Ark-Lit-72209,United States,Little Rock,Arkansas,72209,South
US-Wes-Uta-Ore-84057,United States,Orem,Utah,84057,West
US-Cen-Ill-Aur-60505,United States,Aurora,Illinois,60505,Central
US-Cen-Ill-Peo-61604,United States,Peoria,Illinois,61604,Central
US-Sou-Ten-Bri-37620,United States,Bristol,Tennessee,37620,South
US-Wes-Cal-Los-90032,United States,Los Angeles,California,90032,West
US-Sou-Vir-Har-22801,United States,Harrisonburg,Virginia,22801,South
US-Cen-Tex-San-78207,United States,San Antonio,Texas,78207,Central
US-Eas-New-Hem-11550,United States,Hempstead,New York,11550,East
US-Cen-Ind-Mis-46544,United States,Mishawaka,Indiana,46544,Central
US-Eas-Del-New-19711,United States,Newark,Delaware,19711,East
US-Cen-Okl-Law-73505,United States,Lawton,Oklahoma,73505,Central
US-Wes-Col-Pue-81001,United States,Pueblo,Colorado,81001,West
US-Eas-Con-Mer-6450,United States,Meriden,Connecticut,6450,East
US-Sou-Vir-Way-22980,United States,Waynesboro,Virginia,22980,South
US-Wes-Ari-Pho-85023,United States,Phoenix,Arizona,85023,West
US-Cen-Min-Min-55407,United States,Minneapolis,Minnesota,55407,Central
US-Eas-Pen-Che-19013,United States,Chester,Pennsylvania,19013,East
US-Wes-Col-Lou-80027,United States,Louisville,Colorado,80027,West
US-Sou-Nor-Con-28027,United States,Concord,North Carolina,28027,South
US-Wes-Ore-Sal-97301,United States,Salem,Oregon,97301,West
US-Sou-Mis-Sou-38671,United States,Southaven,Mississippi,38671,South
US-Eas-Ohi-Cin-45231,United States,Cincinnati,Ohio,45231,East
US-Eas-New-New-10011,United States,New York City,New York,10011,East
US-Sou-Flo-Del-32725,United States,Deltona,Florida,32725,South
US-Eas-New-Pla-7060,United States,Plainfield,New Jersey,7060,East
US-Wes-Col-Aur-80013,United States,Aurora,Colorado,80013,West
US-Sou-Flo-Pal-32137,United States,Palm Coast,Florida,32137,South
US-Wes-Cal-El -92020,United States,El Cajon,California,92020,West
US-Eas-New-Buf-14215,United States,Buffalo,New York,14215,East
US-Eas-New-Hac-7601,United States,Hackensack,New Jersey,7601,East
US-Eas-New-Nia-14304,United States,Niagara Falls,New York,14304,East
US-Cen-Tex-Lea-77573,United States,League City,Texas,77573,Central
US-Cen-Sou-Sio-57103,United States,Sioux Falls,South Dakota,57103,Central
US-Eas-New-New-10801,United States,New Rochelle,New York,10801,East
US-Eas-Con-Bri-6010,United States,Bristol,Connecticut,6010,East
US-Wes-Cal-Riv-92503,United States,Riverside,California,92503,West
US-Cen-Neb-Oma-68104,United States,Omaha,Nebraska,68104,Central
US-Sou-Geo-Atl-30318,United States,Atlanta,Georgia,30318,South
US-Wes-Uta-Dra-84020,United States,Draper,Utah,84020,West
US-Sou-Flo-Apo-32712,United States,Apopka,Florida,32712,South
US-Sou-Nor-Cha-28205,United States,Charlotte,North Carolina,28205,South
US-Cen-Mis-Spr-65807,United States,Springfield,Missouri,65807,Central
US-Eas-Mai-Ban-4401,United States,Bangor,Maine,4401,East
US-Wes-Uta-Ple-84062,United States,Pleasant Grove,Utah,84062,West
US-Cen-Tex-Tex-77590,United States,Texas City,Texas,77590,Central
US-Cen-Mic-Tre-48183,United States,Trenton,Michigan,48183,Central
US-Wes-Cal-Vac-95687,United States,Vacaville,California,95687,West
US-Sou-Geo-Woo-30188,United States,Woodstock,Georgia,30188,South
US-Sou-Flo-Hol-33021,United States,Hollywood,Florida,33021,South
US-Cen-Tex-Dal-75081,United States,Dallas,Texas,75081,Central
US-Eas-Con-Fai-6824,United States,Fairfield,Connecticut,6824,East
US-Sou-Geo-Col-31907,United States,Columbus,Georgia,31907,South
US-Sou-Vir-Ham-23666,United States,Hampton,Virginia,23666,South
US-Eas-Ohi-Lak-44107,United States,Lakewood,Ohio,44107,East
US-Cen-Mis-Sai-63301,United States,Saint Charles,Missouri,63301,Central
US-Sou-Flo-Nor-33161,United States,North Miami,Florida,33161,South
US-Cen-Mic-Gra-49505,United States,Grand Rapids,Michigan,49505,Central
US-Eas-New-Oce-11572,United States,Oceanside,New York,11572,East
US-Wes-Mon-Bil-59102,United States,Billings,Montana,59102,West
US-Sou-Ken-Owe-42301,United States,Owensboro,Kentucky,42301,South
US-Sou-Flo-Mia-33178,United States,Miami,Florida,33178,South
US-Wes-New-San-87505,United States,Santa Fe,New Mexico,87505,West
US-Sou-Ark-Fay-72701,United States,Fayetteville,Arkansas,72701,South
US-Eas-Ohi-Bow-43402,United States,Bowling Green,Ohio,43402,East
US-Cen-Okl-Tul-74133,United States,Tulsa,Oklahoma,74133,Central
US-Cen-Ill-Osw-60543,United States,Oswego,Illinois,60543,Central
US-Wes-Cal-San-95051,United States,Santa Clara,California,95051,West
US-Wes-Was-Pas-99301,United States,Pasco,Washington,99301,West
US-Cen-Tex-Tyl-75701,United States,Tyler,Texas,75701,Central
US-Sou-Geo-Mac-31204,United States,Macon,Georgia,31204,South
US-Cen-Mic-Det-48227,United States,Detroit,Michigan,48227,Central
US-Eas-Ohi-Lan-43130,United States,Lancaster,Ohio,43130,East
US-Eas-Mas-Low-1852,United States,Lowell,Massachusetts,1852,East
US-Sou-Nor-Gre-27834,United States,Greenville,North Carolina,27834,South
US-Eas-New-Cli-7011,United States,Clifton,New Jersey,7011,East
US-Wes-Ore-Gre-97030,United States,Gresham,Oregon,97030,West
US-Wes-Cal-Oxn-93030,United States,Oxnard,California,93030,West
US-Sou-Nor-Car-27511,United States,Cary,North Carolina,27511,South
US-Cen-Kan-Ola-66062,United States,Olathe,Kansas,66062,Central
US-Eas-Ohi-Fai-45014,United States,Fairfield,Ohio,45014,East
US-Wes-Ari-Tem-85281,United States,Tempe,Arizona,85281,West
US-Cen-Tex-Ode-79762,United States,Odessa,Texas,79762,Central
US-Cen-Tex-Cor-78415,United States,Corpus Christi,Texas,78415,Central
US-Wes-Cal-Chu-91911,United States,Chula Vista,California,91911,West
US-Wes-Cal-Lon-90805,United States,Long Beach,California,90805,West
US-Eas-Mar-Col-21044,United States,Columbia,Maryland,21044,East
US-Cen-Ill-Blo-61701,United States,Bloomington,Illinois,61701,Central
US-Cen-Tex-Gar-75043,United States,Garland,Texas,75043,Central
US-Sou-Flo-Boc-33433,United States,Boca Raton,Florida,33433,South
US-Cen-Tex-Hou-77041,United States,Houston,Texas,77041,Central
US-Cen-Tex-Mes-75150,United States,Mesquite,Texas,75150,Central
US-Sou-Nor-Fay-28314,United States,Fayetteville,North Carolina,28314,South
US-Sou-Flo-Boy-33437,United States,Boynton Beach,Florida,33437,South
US-Sou-Ten-Cla-37042,United States,Clarksville,Tennessee,37042,South
US-Wes-Nev-Ren-89502,United States,Reno,Nevada,89502,West
US-Sou-Nor-Dur-27707,United States,Durham,North Carolina,27707,South
US-Cen-Ill-Eva-60201,United States,Evanston,Illinois,60201,Central
US-Cen-Ind-Ind-46203,United States,Indianapolis,Indiana,46203,Central
US-Sou-Nor-Jac-28540,United States,Jacksonville,North Carolina,28540,South
US-Wes-Cal-Man-95336,United States,Manteca,California,95336,West
US-Wes-Cal-Pas-91104,United States,Pasadena,California,91104,West
US-Wes-Was-Edm-98026,United States,Edmonds,Washington,98026,West
US-Eas-New-Mou-10550,United States,Mount Vernon,New York,10550,East
US-Eas-Mas-Eve-2149,United States,Everett,Massachusetts,2149,East
US-Eas-New-Con-3301,United States,Concord,New Hampshire,3301,East
US-Eas-Ohi-Par-44134,United States,Parma,Ohio,44134,East
US-Cen-Tex-Bea-77705,United States,Beaumont,Texas,77705,Central
US-Sou-Ark-Tex-71854,United States,Texarkana,Arkansas,71854,South
US-Sou-Ala-Mon-36116,United States,Montgomery,Alabama,36116,South
US-Wes-Cal-Lak-90712,United States,Lakewood,California,90712,West
US-Sou-Vir-New-23602,United States,Newport News,Virginia,23602,South
US-Wes-Cal-Ran-91730,United States,Rancho Cucamonga,California,91730,West
US-Sou-Flo-For-33311,United States,Fort Lauderdale,Florida,33311,South
US-Sou-Sou-Roc-29730,United States,Rock Hill,South Carolina,29730,South
US-Cen-Kan-Gar-67846,United States,Garden City,Kansas,67846,Central
US-Cen-Ind-Col-47201,United States,Columbus,Indiana,47201,Central
US-Eas-Rho-Cra-2920,United States,Cranston,Rhode Island,2920,East
US-Wes-Ari-Avo-85323,United States,Avondale,Arizona,85323,West
US-Eas-Ohi-Lor-44052,United States,Lorain,Ohio,44052,East
US-Eas-Ohi-Mas-45040,United States,Mason,Ohio,45040,East
US-Wes-Ore-Por-97206,United States,Portland,Oregon,97206,West
US-Eas-New-Ora-7050,United States,Orange,New Jersey,7050,East
US-Eas-Ohi-Med-44256,United States,Medina,Ohio,44256,East
US-Cen-Tex-Irv-75061,United States,Irving,Texas,75061,Central
US-Sou-Ten-Nas-37211,United States,Nashville,Tennessee,37211,South
US-Cen-Wis-Wau-54401,United States,Wausau,Wisconsin,54401,Central
US-Wes-Cal-Red-96003,United States,Redding,California,96003,West
US-Eas-Pen-Rea-19601,United States,Reading,Pennsylvania,19601,East
US-Cen-Wis-Mad-53711,United States,Madison,Wisconsin,53711,Central
US-Cen-Tex-Car-75007,United States,Carrollton,Texas,75007,Central
US-Cen-Tex-Pas-77506,United States,Pasadena,Texas,77506,Central
US-Sou-Ten-Joh-37604,United States,Johnson City,Tennessee,37604,South
US-Cen-Kan-Man-66502,United States,Manhattan,Kansas,66502,Central
US-Cen-Min-Moo-56560,United States,Moorhead,Minnesota,56560,Central
US-Cen-Tex-Ced-75104,United States,Cedar Hill,Texas,75104,Central
US-Cen-Ill-Des-60016,United States,Des Plaines,Illinois,60016,Central
US-Cen-Wis-Fra-53132,United States,Franklin,Wisconsin,53132,Central
US-Wes-Uta-Pro-84604,United States,Provo,Utah,84604,West
US-Eas-Del-Wil-19805,United States,Wilmington,Delaware,19805,East
US-Sou-Lou-Mon-71203,United States,Monroe,Louisiana,71203,South
US-Cen-Min-Coo-55433,United States,Coon Rapids,Minnesota,55433,Central
US-Wes-Uta-Sal-84106,United States,Salt Lake City,Utah,84106,West
US-Cen-Ill-Bol-60440,United States,Bolingbrook,Illinois,60440,Central
US-Cen-Mis-Sai-63116,United States,Saint Louis,Missouri,63116,Central
US-Wes-Cal-Sac-95823,United States,Sacramento,California,95823,West
US-Wes-Cal-Bre-94513,United States,Brentwood,California,94513,West
US-Eas-Rho-Woo-2895,United States,Woonsocket,Rhode Island,2895,East
US-Eas-New-Uti-13501,United States,Utica,New York,13501,East
US-Wes-Ore-Tig-97224,United States,Tigard,Oregon,97224,West
US-Eas-New-Fre-11520,United States,Freeport,New York,11520,East
US-Cen-Ill-Sko-60076,United States,Skokie,Illinois,60076,Central
US-Sou-Flo-Orl-32839,United States,Orlando,Florida,32839,South
US-Eas-Mar-Cli-20735,United States,Clinton,Maryland,20735,East
US-Sou-Geo-San-30328,United States,Sandy Springs,Georgia,30328,South
US-Cen-Okl-Okl-73120,United States,Oklahoma City,Oklahoma,73120,Central
US-Wes-Ari-Gil-85234,United States,Gilbert,Arizona,85234,West
US-Wes-Was-Oly-98502,United States,Olympia,Washington,98502,West
US-Wes-Ari-Mes-85204,United States,Mesa,Arizona,85204,West
US-Wes-Ida-Cal-83605,United States,Caldwell,Idaho,83605,West
US-Eas-Ohi-Mar-43302,United States,Marion,Ohio,43302,East
US-Sou-Ala-Flo-35630,United States,Florence,Alabama,35630,South
US-Sou-Ten-Col-38401,United States,Columbia,Tennessee,38401,South
US-Wes-Col-Tho-80229,United States,Thornton,Colorado,80229,West
US-Cen-Tex-Gra-75051,United States,Grand Prairie,Texas,75051,Central
US-Cen-Tex-Por-77642,United States,Port Arthur,Texas,77642,Central
US-Wes-Col-Col-80906,United States,Colorado Springs,Colorado,80906,West
US-Eas-Mas-Bev-1915,United States,Beverly,Massachusetts,1915,East
US-Wes-Cal-Ana-92804,United States,Anaheim,California,92804,West
US-Eas-Ohi-Ken-44240,United States,Kent,Ohio,44240,East
US-Cen-Ill-Sai-60174,United States,Saint Charles,Illinois,60174,Central
US-Cen-Min-Cot-55016,United States,Cottage Grove,Minnesota,55016,Central
US-Cen-Mic-Tay-48180,United States,Taylor,Michigan,48180,Central
US-Eas-Rho-Pro-2908,United States,Providence,Rhode Island,2908,East
US-Cen-Tex-Bay-77520,United States,Baytown,Texas,77520,Central
US-Cen-Min-Woo-55125,United States,Woodbury,Minnesota,55125,Central
US-Sou-Ten-Bar-38134,United States,Bartlett,Tennessee,38134,South
US-Cen-Ill-Par-60068,United States,Park Ridge,Illinois,60068,Central
US-Wes-Mon-Boz-59715,United States,Bozeman,Montana,59715,West
US-Sou-Flo-Wes-33407,United States,West Palm Beach,Florida,33407,South
US-Eas-New-Rom-13440,United States,Rome,New York,13440,East
US-Sou-Vir-Suf-23434,United States,Suffolk,Virginia,23434,South
US-Cen-Wis-Ken-53142,United States,Kenosha,Wisconsin,53142,Central
US-Eas-New-Per-8861,United States,Perth Amboy,New Jersey,8861,East
US-Sou-Ark-Hot-71901,United States,Hot Springs,Arkansas,71901,South
US-Wes-New-Las-88001,United States,Las Cruces,New Mexico,88001,West
US-Cen-Mic-Ste-48310,United States,Sterling Heights,Michigan,48310,Central
US-Eas-Mas-Leo-1453,United States,Leominster,Massachusetts,1453,East
US-Eas-Pen-Alt-16602,United States,Altoona,Pennsylvania,16602,East
US-Cen-Tex-Cop-75019,United States,Coppell,Texas,75019,Central
US-Eas-Pen-Bet-18018,United States,Bethlehem,Pennsylvania,18018,East
US-Cen-Ind-New-47362,United States,New Castle,Indiana,47362,Central
US-Sou-Flo-Pla-33317,United States,Plantation,Florida,33317,South
US-Wes-Cal-Chi-95928,United States,Chico,California,95928,West
US-Wes-Uta-Leh-84043,United States,Lehi,Utah,84043,West
US-Sou-Ala-Aub-36830,United States,Auburn,Alabama,36830,South
US-Wes-Cal-Lan-93534,United States,Lancaster,California,93534,West
US-Wes-Cal-San-92404,United States,San Bernardino,California,92404,West
US-Sou-Ala-Hun-35810,United States,Huntsville,Alabama,35810,South
US-Wes-Cal-Tho-91360,United States,Thousand Oaks,California,91360,West
US-Sou-Sou-Flo-29501,United States,Florence,South Carolina,29501,South
US-Sou-Flo-Cor-33065,United States,Coral Springs,Florida,33065,South
US-Wes-Was-Cov-98042,United States,Covington,Washington,98042,West
US-Sou-Flo-Mia-33142,United States,Miami,Florida,33142,South
US-Cen-Ill-Nor-61761,United States,Normal,Illinois,61761,Central
US-Cen-Mic-Lan-48911,United States,Lansing,Michigan,48911,Central
US-Wes-Was-Spo-99207,United States,Spokane,Washington,99207,West
US-Eas-Con-Nor-6360,United States,Norwich,Connecticut,6360,East
US-Cen-Neb-Nor-68701,United States,Norfolk,Nebraska,68701,Central
US-Wes-New-Far-87401,United States,Farmington,New Mexico,87401,West
US-Cen-Tex-Mca-78501,United States,Mcallen,Texas,78501,Central
US-Wes-Cal-San-93454,United States,Santa Maria,California,93454,West
US-Cen-Ind-New-47150,United States,New Albany,Indiana,47150,Central
US-Sou-Flo-Day-32114,United States,Daytona Beach,Florida,32114,South
US-Eas-Dis-Was-20016,United States,Washington,District of Columbia,20016,East
US-Eas-Ohi-Tro-45373,United States,Troy,Ohio,45373,East
US-Cen-Ill-Tin-60477,United States,Tinley Park,Illinois,60477,Central
US-Cen-Tex-All-75002,United States,Allen,Texas,75002,Central
US-Eas-Ohi-Cuy-44221,United States,Cuyahoga Falls,Ohio,44221,East
US-Wes-Cal-Cam-93010,United States,Camarillo,California,93010,West
US-Sou-Nor-Wil-27893,United States,Wilson,North Carolina,27893,South
US-Cen-Ill-Fra-60423,United States,Frankfort,Illinois,60423,Central
US-Cen-Tex-Hal-76117,United States,Haltom City,Texas,76117,Central
US-Cen-Kan-Wic-67212,United States,Wichita,Kansas,67212,Central
US-Eas-Con-Man-6040,United States,Manchester,Connecticut,6040,East
US-Eas-New-Pat-7501,United States,Paterson,New Jersey,7501,East
US-Wes-Ida-Poc-83201,United States,Pocatello,Idaho,83201,West
US-Eas-Mai-Lew-4240,United States,Lewiston,Maine,4240,East
US-Wes-Ari-Peo-85345,United States,Peoria,Arizona,85345,West
US-Wes-Uta-Lay-84041,United States,Layton,Utah,84041,West
US-Sou-Geo-Eas-30344,United States,East Point,Georgia,30344,South
US-Sou-Geo-Smy-30080,United States,Smyrna,Georgia,30080,South
US-Cen-Ill-Car-60188,United States,Carol Stream,Illinois,60188,Central
US-Eas-Mas-Hol-1040,United States,Holyoke,Massachusetts,1040,East
US-Eas-New-Vin-8360,United States,Vineland,New Jersey,8360,East
US-Cen-Tex-Ama-79109,United States,Amarillo,Texas,79109,Central
US-Sou-Flo-Por-34952,United States,Port Saint Lucie,Florida,34952,South
US-Wes-Cal-Bak-93309,United States,Bakersfield,California,93309,West
US-Cen-Ind-Sou-46614,United States,South Bend,Indiana,46614,Central
US-Cen-Ill-Hig-60035,United States,Highland Park,Illinois,60035,Central
