Customer ID,Product ID,Location_ID,Order ID,shipment_id,Sales,Quantity,Discount,Profit,Order Date
ME-17320,OFF-PA-10000955,US-Sou-Ken-Hen-42420,CA-2019-167199,SC-2019-01-167199,6.54,1.0,0.0,3.0084,07-01-2019
LS-17230,OFF-PA-10002005,US-Wes-Cal-Los-90049,CA-2019-130813,SC-2019-01-130813,19.44,3.0,0.0,9.3312,07-01-2019
VS-21820,FUR-FU-10004864,US-Cen-Tex-Hun-77340,CA-2019-105417,SC-2019-01-105417,76.728,3.0,0.6,-53.7096,08-01-2019
VS-21820,OFF-BI-10003708,US-Cen-Tex-Hun-77340,CA-2019-105417,SC-2019-01-105417,10.43,7.0,0.8,-18.2525,08-01-2019
MS-17830,OFF-AR-10004078,US-Cen-Tex-Lar-78041,CA-2019-135405,SC-2019-01-135405,9.344,2.0,0.2,1.168,10-01-2019
MS-17830,TEC-AC-10001266,US-Cen-Tex-Lar-78041,CA-2019-135405,SC-2019-01-135405,31.2,3.0,0.2,9.75,10-01-2019
AJ-10780,FUR-FU-10000965,US-Sou-Vir-Spr-22153,CA-2019-149020,SC-2019-01-149020,51.94,1.0,0.0,21.2954,11-01-2019
AJ-10780,OFF-LA-10004272,US-Sou-Vir-Spr-22153,CA-2019-149020,SC-2019-01-149020,2.89,1.0,0.0,1.3583,11-01-2019
SV-20365,FUR-FU-10000010,US-Eas-Del-Dov-19901,CA-2019-130092,FC-2019-01-130092,9.94,2.0,0.0,3.0814,12-01-2019
CS-12250,OFF-ST-10000025,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,572.58,6.0,0.0,34.3548,14-01-2019
CS-12250,OFF-BI-10004187,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,5.64,3.0,0.0,2.7072,14-01-2019
BD-11605,OFF-AR-10003514,US-Wes-Cal-San-94109,CA-2019-157147,SC-2019-01-157147,19.9,5.0,0.0,6.567,14-01-2019
MM-17920,OFF-BI-10003476,US-Eas-Ohi-New-43055,CA-2019-118192,SC-2019-01-118192,3.438,2.0,0.7,-2.5212,14-01-2019
BD-11605,OFF-ST-10000078,US-Wes-Cal-San-94109,CA-2019-157147,SC-2019-01-157147,1325.85,5.0,0.0,238.653,14-01-2019
MM-17920,OFF-PA-10002947,US-Eas-Ohi-New-43055,CA-2019-118192,SC-2019-01-118192,37.408,7.0,0.2,13.0928,14-01-2019
CS-12250,OFF-EN-10001990,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,11.36,2.0,0.0,5.3392,14-01-2019
ND-18370,FUR-CH-10000422,US-Sou-Sou-Mou-29464,CA-2019-109232,SC-2019-01-109232,545.94,6.0,0.0,87.3504,14-01-2019
BD-11605,FUR-BO-10003034,US-Wes-Cal-San-94109,CA-2019-157147,SC-2019-01-157147,333.999,3.0,0.15,3.9294,14-01-2019
CS-12250,OFF-EN-10001532,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,50.94,3.0,0.0,25.47,14-01-2019
CS-12250,TEC-AC-10003174,US-Sou-Lou-Bos-71111,CA-2019-162775,SC-2019-01-162775,646.74,6.0,0.0,258.696,14-01-2019
BS-11590,FUR-BO-10003433,US-Eas-Pen-Phi-19140,CA-2019-149524,FC-2019-01-149524,61.96,4.0,0.5,-53.2856,1/15/2019
EH-13990,TEC-AC-10003628,US-Sou-Geo-Ros-30076,CA-2019-103366,FC-2019-01-103366,149.95,5.0,0.0,65.978,16-01-2019
DL-13315,OFF-LA-10001074,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,30.072,3.0,0.2,10.1493,17-01-2019
DL-13315,FUR-FU-10001095,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,127.104,6.0,0.2,28.5984,17-01-2019
DL-13315,TEC-PH-10004614,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,124.2,3.0,0.4,-31.05,17-01-2019
DL-13315,OFF-BI-10001575,US-Eas-Pen-Phi-19134,CA-2019-115791,SC-2019-01-115791,18.588,2.0,0.7,-13.6312,17-01-2019
DW-13195,OFF-AP-10000692,US-Wes-Ore-Spr-97477,CA-2019-123477,SC-2019-01-123477,64.864,4.0,0.2,6.4864,19-01-2019
TS-21340,OFF-BI-10003676,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,32.34,10.0,0.7,-23.716,20-01-2019
TS-21340,OFF-PA-20000659,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,56.064,4.0,0.2,19.6224,20-01-2019
TS-21340,OFF-EN-10002504,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,108.72,5.0,0.2,36.693,20-01-2019
TS-21340,FUR-BO-10001972,US-Wes-Ari-Sco-85254,CA-2019-146591,FC-2019-01-146591,181.47,5.0,0.7,-320.597,20-01-2019
XP-21865,FUR-FU-10002268,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,14.73,3.0,0.0,4.8609,21-01-2019
XP-21865,OFF-BI-10004364,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,29.7,5.0,0.0,13.365,21-01-2019
MV-17485,OFF-PA-10002893,US-Wes-Cal-Los-90049,CA-2019-148614,SC-2019-01-148614,19.36,2.0,0.0,9.2928,21-01-2019
MM-18280,OFF-BI-10003091,US-Sou-Ten-Smy-37167,US-2019-147774,SC-2019-01-147774,67.194,1.0,0.7,-51.5154,21-01-2019
XP-21865,OFF-AR-10004456,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,43.92,3.0,0.0,12.7368,21-01-2019
HL-15040,FUR-FU-10003194,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,38.6,4.0,0.0,11.58,21-01-2019
HL-15040,OFF-AR-10003811,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,6.63,3.0,0.0,1.7901,21-01-2019
XP-21865,OFF-ST-10003123,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,66.58,2.0,0.0,15.9792,21-01-2019
HL-15040,FUR-CH-10002331,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,1067.94,3.0,0.0,224.2674,21-01-2019
XP-21865,OFF-BI-10000605,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,19.05,5.0,0.0,8.9535,21-01-2019
XP-21865,FUR-FU-10002918,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,272.94,3.0,0.0,30.0234,21-01-2019
XP-21865,OFF-ST-10000760,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,13.98,1.0,0.0,4.0542,21-01-2019
HL-15040,OFF-EN-10001539,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,23.34,3.0,0.0,10.9698,21-01-2019
HL-15040,OFF-AR-10002375,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,22.96,7.0,0.0,6.6584,21-01-2019
MV-17485,FUR-FU-10003194,US-Wes-Cal-Los-90049,CA-2019-148614,SC-2019-01-148614,19.3,2.0,0.0,5.79,21-01-2019
XP-21865,OFF-AP-10002311,US-Cen-Mic-Wes-48185,CA-2019-167927,SC-2019-01-167927,247.716,4.0,0.1,93.5816,21-01-2019
HL-15040,TEC-PH-10001061,US-Sou-Ark-Jon-72401,US-2019-147627,SC-2019-01-147627,699.93,7.0,0.0,181.9818,21-01-2019
TB-21400,FUR-FU-10001889,US-Sou-Flo-Mia-33180,CA-2019-110422,SC-2019-01-110422,25.248,3.0,0.2,4.1028,22-01-2019
SG-20605,OFF-FA-10003467,US-Cen-Ind-Laf-47905,CA-2019-146997,SC-2019-01-146997,5.94,3.0,0.0,0.0,24-01-2019
IM-15055,OFF-PA-10001804,US-Wes-Nev-Las-89115,CA-2019-102645,SC-2019-01-102645,40.08,6.0,0.0,19.2384,24-01-2019
SD-20485,OFF-PA-10000380,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,16.68,2.0,0.0,8.34,27-01-2019
CA-11965,FUR-BO-10004409,US-Cen-Sou-Rap-57701,CA-2019-167997,FC-2019-01-167997,141.96,2.0,0.0,39.7488,27-01-2019
SD-20485,TEC-PH-10002103,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,187.98,2.0,0.0,52.6344,27-01-2019
SD-20485,FUR-FU-10001847,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,12.42,3.0,0.0,4.4712,27-01-2019
SD-20485,TEC-PH-10004833,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,155.35,13.0,0.0,0.0,27-01-2019
SD-20485,OFF-PA-10003072,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,19.44,3.0,0.0,9.3312,27-01-2019
SD-20485,OFF-ST-10004337,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,489.92,8.0,0.0,0.0,27-01-2019
SD-20485,FUR-FU-10004587,US-Sou-Vir-Ale-22304,US-2019-155502,SC-2019-02-155502,62.82,3.0,0.0,30.7818,27-01-2019
CA-11965,OFF-BI-10001758,US-Cen-Sou-Rap-57701,CA-2019-167997,FC-2019-01-167997,10.68,2.0,0.0,5.0196,27-01-2019
EJ-13720,OFF-ST-10003692,US-Wes-Cal-San-92037,US-2019-117163,SC-2019-02-117163,57.23,1.0,0.0,14.3075,28-01-2019
EJ-13720,OFF-AR-10003179,US-Wes-Cal-San-92037,US-2019-117163,SC-2019-02-117163,36.44,4.0,0.0,12.0252,28-01-2019
EJ-13720,FUR-TA-10003469,US-Wes-Cal-San-92037,US-2019-117163,SC-2019-02-117163,333.0,3.0,0.2,-16.65,28-01-2019
JC-15340,OFF-BI-10000343,US-Eas-New-New-10024,CA-2019-100328,SC-2019-02-100328,3.928,1.0,0.2,1.3257,29-01-2019
MV-18190,OFF-ST-10000991,US-Cen-Mic-Det-48234,CA-2019-134103,SC-2019-02-134103,229.94,2.0,0.0,6.8982,31-01-2019
MV-18190,OFF-PA-10001204,US-Cen-Mic-Det-48234,CA-2019-134103,SC-2019-02-134103,10.56,2.0,0.0,4.752,31-01-2019
LC-17050,FUR-BO-10003966,US-Wes-Cal-Mis-92691,CA-2019-115161,FC-2019-02-115161,290.666,2.0,0.15,3.4196,01-02-2019
BD-11500,TEC-AC-10001432,US-Cen-Wis-Gre-54302,CA-2019-140795,FC-2019-02-140795,468.9,6.0,0.0,206.316,02-02-2019
EB-13930,OFF-BI-10000666,US-Sou-Flo-Sai-33710,CA-2019-123400,SC-2019-02-123400,18.336,2.0,0.7,-12.224,03-02-2019
EB-13930,TEC-PH-10002890,US-Sou-Flo-Sai-33710,CA-2019-123400,SC-2019-02-123400,180.96,5.0,0.2,13.572,03-02-2019
CD-12790,OFF-FA-10001843,US-Wes-Cal-San-92037,CA-2019-139857,SC-2019-02-139857,12.35,5.0,0.0,5.8045,03-02-2019
TB-21400,OFF-BI-10002827,US-Wes-Was-Sea-98105,CA-2019-111059,SC-2019-02-111059,13.272,3.0,0.2,4.3134,04-02-2019
TB-21400,OFF-BI-10004593,US-Wes-Was-Sea-98105,CA-2019-111059,SC-2019-02-111059,83.84,2.0,0.2,27.248,04-02-2019
DB-13270,OFF-BI-10004230,US-Wes-Cal-San-92024,CA-2019-107181,SC-2019-02-107181,82.896,3.0,0.2,29.0136,05-02-2019
DB-13270,OFF-PA-10000350,US-Wes-Cal-San-92024,CA-2019-107181,SC-2019-02-107181,34.24,4.0,0.0,16.0928,05-02-2019
MH-17440,OFF-BI-10003676,US-Wes-Cal-Esc-92025,CA-2019-104808,SC-2019-02-104808,17.248,2.0,0.2,6.0368,05-02-2019
ND-18460,TEC-PH-10001615,US-Sou-Vir-Che-23320,CA-2019-131905,FC-2019-02-131905,144.95,5.0,0.0,42.0355,07-02-2019
ND-18460,TEC-PH-10003645,US-Sou-Vir-Che-23320,CA-2019-131905,FC-2019-02-131905,161.61,1.0,0.0,42.0186,07-02-2019
ND-18460,OFF-LA-10002787,US-Sou-Vir-Che-23320,CA-2019-131905,FC-2019-02-131905,15.0,4.0,0.0,7.2,07-02-2019
DL-13315,OFF-BI-10001196,US-Cen-Ill-Rom-60441,CA-2019-108182,SC-2019-02-108182,8.952,2.0,0.8,-14.7708,07-02-2019
CK-12760,TEC-AC-10000710,US-Eas-New-Lin-7036,CA-2019-107755,SC-2019-02-107755,115.36,7.0,0.0,49.6048,08-02-2019
CS-12250,OFF-ST-10001558,US-Eas-New-New-10024,US-2019-169390,SC-2019-02-169390,64.96,4.0,0.0,9.744,08-02-2019
NM-18445,FUR-FU-10002111,US-Wes-Nev-Nor-89031,CA-2019-125759,FC-2019-02-125759,14.56,2.0,0.0,5.5328,09-02-2019
GA-14725,OFF-ST-10002583,US-Cen-Mis-Col-65203,CA-2019-168368,SC-2019-02-168368,64.96,2.0,0.0,2.5984,12-02-2019
GA-14725,OFF-LA-10004853,US-Cen-Mis-Col-65203,CA-2019-168368,SC-2019-02-168368,14.94,3.0,0.0,6.8724,12-02-2019
GA-14725,OFF-BI-10004728,US-Cen-Mis-Col-65203,CA-2019-168368,SC-2019-02-168368,9.64,2.0,0.0,4.4344,12-02-2019
GA-14725,FUR-FU-10002298,US-Cen-Mis-Col-65203,CA-2019-168368,SC-2019-02-168368,332.94,3.0,0.0,53.2704,12-02-2019
NF-18385,OFF-BI-10003291,US-Sou-Vir-Che-23320,CA-2019-127614,SC-2019-02-127614,17.46,2.0,0.0,8.2062,12-02-2019
GA-14725,OFF-BI-20004654,US-Cen-Mis-Col-65203,CA-2019-168368,SC-2019-02-168368,51.9,3.0,0.0,24.393,12-02-2019
NF-18385,FUR-TA-10003715,US-Sou-Vir-Che-23320,CA-2019-127614,SC-2019-02-127614,1256.22,6.0,0.0,75.3732,12-02-2019
NF-18385,TEC-AC-10001432,US-Sou-Vir-Che-23320,CA-2019-127614,SC-2019-02-127614,234.45,3.0,0.0,103.158,12-02-2019
SC-20095,FUR-CH-10000225,US-Wes-Cal-Con-94521,US-2019-110674,SC-2019-02-110674,129.568,2.0,0.2,-24.294,13-02-2019
ML-17395,OFF-SU-10000157,US-Wes-Was-Sea-98103,CA-2019-121762,SC-2019-02-121762,238.62,2.0,0.0,4.7724,15-02-2019
ML-17395,OFF-AP-10001293,US-Wes-Was-Sea-98103,CA-2019-121762,SC-2019-02-121762,81.96,2.0,0.0,22.9488,15-02-2019
ML-17395,TEC-AC-10000736,US-Wes-Was-Sea-98103,CA-2019-121762,SC-2019-02-121762,239.97,3.0,0.0,86.3892,15-02-2019
ST-20530,OFF-PA-10000466,US-Cen-Tex-Hou-77095,CA-2019-107706,SC-2019-02-107706,16.176,3.0,0.2,6.066,15-02-2019
BF-11020,OFF-BI-10001031,US-Wes-Was-Sea-98105,CA-2019-165568,SC-2019-02-165568,21.36,5.0,0.2,7.209,16-02-2019
MN-17935,OFF-BI-10002012,US-Cen-Tex-Dal-75220,CA-2019-122567,SC-2019-02-122567,1.08,3.0,0.8,-1.728,17-02-2019
MN-17935,OFF-AP-10001303,US-Cen-Tex-Dal-75220,CA-2019-122567,SC-2019-02-122567,7.96,2.0,0.8,-13.93,17-02-2019
DL-13315,OFF-AR-10003631,US-Cen-Ill-Chi-60653,CA-2019-154165,SC-2019-02-154165,54.208,14.0,0.2,8.8088,18-02-2019
AB-10015,OFF-ST-10000321,US-Cen-Tex-Arl-76017,CA-2019-152905,SC-2019-02-152905,12.624,2.0,0.2,-2.5248,19-02-2019
TB-21595,FUR-FU-10002396,US-Cen-Tex-Lub-79424,US-2019-165589,SC-2019-02-165589,25.16,5.0,0.6,-11.322,19-02-2019
LC-16930,TEC-AC-10001284,US-Cen-Ind-Ric-47374,CA-2019-109491,SC-2019-02-109491,62.31,3.0,0.0,22.4316,21-02-2019
LC-16930,FUR-FU-10000221,US-Cen-Ind-Ric-47374,CA-2019-109491,SC-2019-02-109491,20.32,4.0,0.0,6.9088,21-02-2019
SR-20740,OFF-PA-10003363,US-Wes-Cal-Los-90049,CA-2019-164903,SC-2019-02-164903,12.96,2.0,0.0,6.2208,21-02-2019
TM-21010,OFF-BI-10004094,US-Cen-Ill-Woo-60098,CA-2019-165540,SC-2019-02-165540,8.85,5.0,0.8,-13.7175,22-02-2019
SA-20830,OFF-PA-10001800,US-Wes-Cal-Mor-92553,CA-2019-133354,FC-2019-02-133354,19.44,3.0,0.0,9.3312,23-02-2019
MG-17875,OFF-LA-10004425,US-Cen-Tex-El -79907,CA-2019-103744,SC-2019-02-103744,6.936,3.0,0.2,2.3409,24-02-2019
MG-17875,OFF-BI-10000320,US-Cen-Tex-El -79907,CA-2019-103744,SC-2019-02-103744,4.428,3.0,0.8,-6.8634,24-02-2019
JH-15430,OFF-PA-10000174,US-Wes-Ore-Med-97504,US-2019-137680,SC-2019-03-137680,32.896,4.0,0.2,11.1024,25-02-2019
JH-15430,OFF-PA-10000069,US-Wes-Ore-Med-97504,US-2019-137680,SC-2019-03-137680,22.776,3.0,0.2,7.6869,25-02-2019
JS-16030,OFF-AR-10003560,US-Eas-Ohi-Col-43229,CA-2019-156545,FC-2019-03-156545,19.456,4.0,0.2,3.4048,28-02-2019
VF-21715,FUR-CH-10000863,US-Cen-Ill-Elm-60126,CA-2019-113880,SC-2019-03-113880,634.116,6.0,0.3,-172.1172,01-03-2019
DB-13060,FUR-CH-10004063,US-Wes-Was-Sea-98115,CA-2019-104269,SC-2019-03-104269,457.568,2.0,0.2,51.4764,01-03-2019
SC-20380,FUR-CH-10001270,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,362.25,6.0,0.3,0.0,01-03-2019
SC-20380,OFF-FA-10004395,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,18.84,5.0,0.2,-3.5325,01-03-2019
HR-14770,TEC-PH-10003655,US-Eas-New-New-10035,US-2019-143707,SC-2019-03-143707,5.94,3.0,0.0,1.6038,01-03-2019
GW-14605,FUR-TA-10001866,US-Cen-Tex-Hou-77036,CA-2019-168312,SC-2019-03-168312,376.509,3.0,0.3,-43.0296,01-03-2019
GW-14605,OFF-ST-10003692,US-Cen-Tex-Hou-77036,CA-2019-168312,SC-2019-03-168312,137.352,3.0,0.2,8.5845,01-03-2019
SC-20380,OFF-ST-10001469,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,129.552,3.0,0.2,-22.6716,01-03-2019
VF-21715,OFF-PA-10003036,US-Cen-Ill-Elm-60126,CA-2019-113880,SC-2019-03-113880,17.472,3.0,0.2,5.6784,01-03-2019
SC-20380,FUR-FU-10001095,US-Cen-Tex-El -79907,CA-2019-131009,SC-2019-03-131009,63.552,6.0,0.6,-34.9536,01-03-2019
KN-16705,OFF-PA-10000587,US-Eas-New-New-10009,CA-2019-107524,SC-2019-03-107524,36.4,5.0,0.0,17.472,02-03-2019
KN-16705,OFF-EN-10001990,US-Eas-New-New-10009,CA-2019-107524,SC-2019-03-107524,11.36,2.0,0.0,5.3392,02-03-2019
NH-18610,TEC-AC-10004353,US-Eas-Pen-Phi-19120,CA-2019-111157,SC-2019-03-111157,151.2,3.0,0.2,32.13,02-03-2019
NH-18610,OFF-PA-10000327,US-Eas-Pen-Phi-19120,CA-2019-111157,SC-2019-03-111157,3.424,1.0,0.2,1.07,02-03-2019
AJ-10945,OFF-AR-10003560,US-Sou-Nor-Wil-28403,CA-2019-155852,SC-2019-03-155852,19.456,4.0,0.2,3.4048,03-03-2019
JS-15595,FUR-BO-10001972,US-Eas-Ohi-Col-43229,US-2019-127978,SC-2019-03-127978,302.45,5.0,0.5,-199.617,03-03-2019
SC-20020,OFF-AP-10002534,US-Cen-Tex-Hou-77095,CA-2019-130421,SC-2019-03-130421,176.772,3.0,0.8,-459.6072,03-03-2019
EJ-14155,FUR-TA-10002958,US-Wes-Cal-San-92037,CA-2019-105648,SC-2019-03-105648,626.352,3.0,0.2,-23.4882,03-03-2019
AP-10720,TEC-PH-10004700,US-Eas-New-New-10035,CA-2019-127964,SC-2019-03-127964,9.99,1.0,0.0,4.5954,03-03-2019
AP-10720,OFF-BI-10004593,US-Eas-New-New-10035,CA-2019-127964,SC-2019-03-127964,125.76,3.0,0.2,40.872,03-03-2019
JS-15595,OFF-LA-10000305,US-Eas-Ohi-Col-43229,US-2019-127978,SC-2019-03-127978,15.12,3.0,0.2,4.914,03-03-2019
JS-15595,OFF-ST-10002486,US-Eas-Ohi-Col-43229,US-2019-127978,SC-2019-03-127978,44.672,8.0,0.2,-10.0512,03-03-2019
AP-10720,OFF-BI-10003429,US-Eas-New-New-10035,CA-2019-127964,SC-2019-03-127964,25.32,5.0,0.2,9.1785,03-03-2019
SC-20095,OFF-AR-10001374,US-Sou-Flo-Mar-33063,CA-2019-117016,SC-2019-03-117016,15.552,3.0,0.2,2.3328,04-03-2019
CL-12565,OFF-ST-10001370,US-Sou-Sou-Col-29203,CA-2019-116239,SC-2019-03-116239,354.9,5.0,0.0,17.745,04-03-2019
AB-10150,OFF-PA-10001878,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,97.82,2.0,0.0,45.9754,05-03-2019
AB-10150,OFF-AR-10000588,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,59.52,3.0,0.0,15.4752,05-03-2019
AB-10150,TEC-AC-10002001,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,479.97,3.0,0.0,177.5889,05-03-2019
AB-10150,OFF-SU-10000381,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,18.62,2.0,0.0,5.3998,05-03-2019
AB-10150,OFF-BI-10001617,US-Eas-New-Yon-10701,CA-2019-169061,SC-2019-03-169061,49.632,6.0,0.2,16.7508,05-03-2019
CM-12715,FUR-CH-10004495,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,481.568,2.0,0.2,54.1764,07-03-2019
CM-12715,FUR-CH-10002780,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,436.704,6.0,0.2,21.8352,07-03-2019
CM-12715,OFF-ST-10000934,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,204.9,5.0,0.0,0.0,07-03-2019
CM-12715,OFF-AR-10000390,US-Wes-Was-Sea-98103,CA-2019-104563,SC-2019-03-104563,20.65,5.0,0.0,9.499,07-03-2019
AB-10015,FUR-CH-10004477,US-Wes-Was-Sea-98103,CA-2019-156587,FC-2019-03-156587,48.712,1.0,0.2,5.4801,07-03-2019
NP-18685,OFF-BI-10004224,US-Wes-Was-Des-98198,US-2019-131982,SC-2019-03-131982,107.648,2.0,0.2,33.64,07-03-2019
AB-10015,OFF-AR-10001427,US-Wes-Was-Sea-98103,CA-2019-156587,FC-2019-03-156587,17.94,3.0,0.0,4.6644,07-03-2019
AB-10015,OFF-ST-10002344,US-Wes-Was-Sea-98103,CA-2019-156587,FC-2019-03-156587,242.94,3.0,0.0,4.8588,07-03-2019
KT-16480,OFF-AR-10001044,US-Wes-Col-Den-80219,US-2019-140116,SC-2019-03-140116,83.168,4.0,0.2,9.3564,10-03-2019
KT-16480,OFF-ST-10000078,US-Wes-Col-Den-80219,US-2019-140116,SC-2019-03-140116,636.408,3.0,0.2,-15.9102,10-03-2019
SW-20275,OFF-PA-10002259,US-Cen-Mic-Roy-48073,US-2019-100279,SC-2019-03-100279,22.38,2.0,0.0,10.7424,10-03-2019
RB-19435,OFF-AR-10001770,US-Wes-Cal-Ros-95661,US-2019-103338,SC-2019-03-103338,7.98,3.0,0.0,2.0748,11-03-2019
FM-14215,OFF-AP-10002578,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,146.76,3.0,0.0,38.1576,11-03-2019
CK-12205,FUR-FU-10003981,US-Eas-Ohi-Col-43229,CA-2019-166884,SC-2019-03-166884,8.32,5.0,0.2,2.288,11-03-2019
CK-12205,OFF-FA-10001561,US-Eas-Ohi-Col-43229,CA-2019-166884,SC-2019-03-166884,10.464,6.0,0.2,1.7004,11-03-2019
FM-14215,TEC-AC-10000710,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,32.96,2.0,0.0,14.1728,11-03-2019
FM-14215,OFF-PA-10000213,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,14.94,3.0,0.0,7.0218,11-03-2019
KA-16525,OFF-PA-10002137,US-Eas-New-New-10024,CA-2019-158337,SC-2019-03-158337,108.92,14.0,0.0,49.014,11-03-2019
FM-14215,TEC-PH-10000984,US-Sou-Ken-Ric-40475,CA-2019-114790,SC-2019-03-114790,587.97,3.0,0.0,164.6316,11-03-2019
CK-12325,FUR-CH-10003379,US-Sou-Vir-Che-23320,US-2019-125521,SC-2019-03-125521,1139.92,4.0,0.0,284.98,14-03-2019
DK-13225,OFF-PA-10001204,US-Wes-Cal-Hun-92646,CA-2019-157623,SC-2019-03-157623,10.56,2.0,0.0,4.752,14-03-2019
NF-18475,OFF-PA-10000176,US-Sou-Flo-Jac-32216,CA-2019-100293,SC-2019-03-100293,91.056,6.0,0.2,31.8696,14-03-2019
JF-15295,OFF-BI-10001617,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,33.088,4.0,0.2,11.1672,14-03-2019
JF-15295,OFF-ST-10000736,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,80.98,1.0,0.0,3.2392,14-03-2019
JF-15295,TEC-AC-10004877,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,82.8,12.0,0.0,6.624,14-03-2019
JF-15295,OFF-ST-10003221,US-Wes-Uta-Log-84321,CA-2019-114510,SC-2019-03-114510,21.36,2.0,0.0,5.7672,14-03-2019
